Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
C;"Gonzalez, D; Santos, JCS; Popovich, A; Mirakhorli, M; Nagappan, M";;;IEEE;"Gonzalez, Danielle; Santos, Joanna C. S.; Popovich, Andrew; Mirakhorli, Mehdi; Nagappan, Mei";;;A Large-Scale Study on the Usage of Testing Patterns that Address Maintainability Attributes Patterns for Ease of Modification, Diagnoses, and Comprehension;2017 IEEE/ACM 14TH INTERNATIONAL CONFERENCE ON MINING SOFTWARE REPOSITORIES (MSR 2017);IEEE International Working Conference on Mining Software Repositories;;;;IEEE/ACM 14th International Conference on Mining Software Repositories (MSR);MAY 20-21, 2017;Buenos Aires, ARGENTINA;IEEE,Assoc Comp Machinery,IEEE Comp Soc;;;;Test case maintainability is an important concern, especially in open source and distributed development environments where projects typically have high contributor turnover with varying backgrounds and experience, and where code ownership changes often. Similar to design patterns, patterns for unit testing promote maintainability quality attributes such as ease of diagnoses, modifiability, and comprehension. In this paper, we report the results of a large-scale study on the usage of four xUnit testing patterns which can be used to satisfy these maintainability attributes. This is a first-of-its-kind study which developed automated techniques to investigate these issues across 82,447 open source projects, and the findings provide more insight into testing practices in open source projects. Our results indicate that only 17% of projects had test cases, and from the 251 testing frameworks we studied, 93 of them were being used. We found 24% of projects with test files implemented patterns that could help with maintainability, while the remaining did not use these patterns. Multiple qualitative analyses indicate that usage of patterns was an ad-hoc decision by individual developers, rather than motivated by the characteristics of the project, and that developers sometimes used alternative techniques to address maintainability concerns.;;;;;da Silva Santos, Joanna Cecilia/AAF-7544-2021;da Silva Santos, Joanna Cecilia/0000-0001-8743-2516;;;;;;;;;;;;;2160-1852;;978-1-5386-1544-7;;;;2017;;;;;;;391;401;;10.1109/MSR.2017.8;http://dx.doi.org/10.1109/MSR.2017.8;;;;;;;;;;;;;WOS:000425917100040;
C;"Jha, AK; Islam, M; Nadi, S";;"Zhang, T; Xia, X; Novielli, N";;"Jha, Ajay Kumar; Islam, Mohayeminul; Nadi, Sarah";;;JTEsTMIGBENcH and JTEsTMIGTAx: A benchmark and taxonomy for unit test migration;2023 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ANALYSIS, EVOLUTION AND REENGINEERING, SANER;IEEE International Conference on Software Analysis Evolution and Reengineering;;;;30th IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER);MAR 21-24, 2023;Macao, PEOPLES R CHINA;IEEE,IEEE Comp Soc,Macau Univ Sci & Technol;;;;Unit tests play a critical role in improving software quality. However, writing effective unit tests from scratch is difficult and tedious. One way to reduce this difficulty is to recommend existing tests of semantically similar functions. However, modifying the recommended tests manually might still be difficult and tedious. For example, developers have to understand various code elements in the recommended tests to accurately replace them with semantically similar code elements from the target application. One way to mitigate the issue is by developing a test migration or reuse technique that could automatically transform the code elements in the recommended tests and migrate them to the target application. However, to develop such a technique, we first need to identify what types of code transformations are required to successfully migrate the recommended tests. Therefore, in this paper, we first recruit two external participants to create JTESTMIGBENCH, a benchmark of 510 manually migrated JUnit tests for 186 methods from five popular libraries. We then analyze the code changes in the migrated tests to create JTEsTMIGTAx, a taxonomy of test code transformation patterns. Our contributions provide the necessary foundations to develop automated unit test migration or reuse techniques.;;;;;;;;;;;;;;;;;;;1534-5351;;978-1-6654-5278-6;;;;2023;;;;;;;713;717;;10.1109/SANER56733.2023.00077;http://dx.doi.org/10.1109/SANER56733.2023.00077;;;;;;;;;;;;;WOS:001008282200067;
C;"Kaur, H; Kaur, PJ";;"Shukla, B; Bansal, A; Hasteer, N; Singhal, A";;"Kaur, Harvinder; Kaur, Puneet Jai";;;A GUI based Unit Testing Technique for Anti-pattern Identification;2014 5TH INTERNATIONAL CONFERENCE CONFLUENCE THE NEXT GENERATION INFORMATION TECHNOLOGY SUMMIT (CONFLUENCE);;;;;5th International Conference on Confluence - The Next Generation Information Technology Summit (Confluence);SEP 25-26, 2014;Amity Univ, Noida, IN;IEEE,IEEE UP Sect,Inst Engn Technol,IEEE Computat Intelligence Soc,IETE,ACM India,Univ Melbourne, Melbourne Clouds Lab;Amity Univ;;;Anti-patterns are considered as deficient programming practices that are unacceptable as a solution. They can be thought of as certain patterns in software development that are undesirable in comparison to design patterns which are acceptable solutions formalized for a common problem. From the study on anti-pattern classes involved in object-oriented systems, we examined the impact of presence of anti-patterns on the system. There are certain issues with the testing strategies used for finding bugs in the software systems such as objectives of testing, procedure used to test new functions, maximum resources and time needed to execute the project and the environment in which testing needs to be carried out. There is an enormous requirement to carry out testing process in a more suitable way due to the enlarged complications in the development of software systems. Anti-pattern testing is concerned with the reduction of testing cost for different modules. In this paper, we propose a new GUI based testing technique for the identification of anti patterns in object-oriented systems through automation testing.;;;;;;kaur, puneet/0000-0002-5088-1016;;;;;;;;;;;;;;;978-1-4799-4236-7;;;;2014;;;;;;;779;782;;;;;;;;;;;;;;;;WOS:000357875700139;
J;"Peng, ZD; Lin, XY; Simon, M; Niu, N";;;;"Peng, Zedong; Lin, Xuanyi; Simon, Michelle; Niu, Nan";;;Unit and regression tests of scientific software: A study on SWMM;JOURNAL OF COMPUTATIONAL SCIENCE;;;;;;;;;;;;Testing helps assure software quality by executing a program and uncovering bugs. Scientific software developers often find it challenging to carry out systematic and automated testing due to reasons like inherent model uncertainties and complex floating-point computations. Extending the recent work on analyzing the unit tests written by the developers of the Storm Water Management Model (SWMM) [32], we report in this paper the investigation of both unit and regression tests of SWMM. The results show that the 2953 unit tests of SWMM have a 39.7% statement-level code coverage and a 82.4% user manual coverage. Meanwhile, an examination of 58 regression tests of SWMM shows a 44.9% statement-level code coverage and a near 100% user manual coverage. We also observe a getter-setter-getter testing pattern from the SWMM unit tests, and suggest a diversified way of executing regression tests.;;;;;;"Peng, Zedong/0000-0002-5071-1586; Simon, Michelle/0000-0002-0948-545X; Niu, Nan/0000-0001-5566-2368; Lin, Xuanyi/0000-0002-0343-7043";;;;;;;;;;;;;1877-7503;1877-7511;;;;JUL;2021;53;;;;;;;;101347;10.1016/j.jocs.2021.101347;http://dx.doi.org/10.1016/j.jocs.2021.101347;;APR 2021;;;;;;34017363;;;;;WOS:000671874600007;
C;"Neves, GS; Vilain, P";;"Joshi, J; Bertino, E; Thuraisingham, B; Liu, L";;"Neves, Glauco Silva; Vilain, Patricia";;;Test Logic Reuse Through Unit Test Patterns A Test Automation Framework for Software Product Lines;2014 IEEE 15TH INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION (IRI);;;;;15th IEEE International Conference on Information Reuse and Integration (IEEE IRI) / IRI-HI / FMI / DIM / EM-RITE / WICSOC / SocialSec / IICPC / NatSec;AUG 13-15, 2014;San Francisco, CA;IEEE Comp Soc,IEEE Syst, Man Cybernet Soc,Soc Informat Reuse Integrat,Virginia Mil Inst,Univ Pittsburgh, Sch Informat Sci;;;;Software product line (SPL) brings benefits such as lower time-to-market, less development costs, increased productivity and improved quality. The quality assurance can be reached through the testing area, however this area still has challenges and gaps in the SPL development. Since not all testing techniques used in a single product development can be applied to SPL, because of artifacts variabilities, further adaptations and new proposals are required. Our proposal thus is to adapt some unit tests patterns to SPL needs. The Test Automation Framework and Data-Driven Test patterns can provide the reuse of test logic and the automation of implementation mechanisms, reducing the effort required to test the variations of each application. Thus, we propose the Data-Driven Test Automation Framework to be used during the application engineering to configure the tests through Parameterized Tests and verify the correctness of the generated applications. An example of a SPL is also presented.;;;;;;;;;;;;;;;;;;;;;"978-1-4799-5879-5; 978-1-4799-5880-1";;;;2014;;;;;;;28;35;;;;;;;;;;;;;;;;WOS:000380450500005;
C;"Sabané, A; Di Penta, M; Antoniol, G; Guéhéneuc, YG";;"Cleve, A; Ricca, F; Cerioli, M";;"Sabane, Aminata; Di Penta, Massimiliano; Antoniol, Giuliano; Gueheneuc, Yann-Gael";;;A Study on the Relation Between Antipatterns and the Cost of Class Unit Testing;PROCEEDINGS OF THE 17TH EUROPEAN CONFERENCE ON SOFTWARE MAINTENANCE AND REENGINEERING (CSMR 2013);European Conference on Software Maintenance and Reengineering;;;;17th European Conference on Software Maintenance and Reengineering (CSMR);MAR 05-08, 2013;Univ Studi Genova, Dipartimento Informatica, Bioingegneria, Robotica & Ing, Genova, ITALY;IEEE,IEEE Comp Soc (CS),Reengineering Forum (REF),Univ Studi Genova, Dipartimento Informatica, Bioingegneria, Robotica & Ingegneria Sistemi (DIBRIS),Tech Council Software Engn (TCSE);Univ Studi Genova, Dipartimento Informatica, Bioingegneria, Robotica & Ing;;;"Antipatterns are known as recurring, poor design choices; recent and past studies indicated that they negatively affect software systems in terms of understandability and maintainability, also increasing change-and defect-proneness. For this reason, refactoring actions are often suggested. In this paper, we investigate a different side-effect of antipatterns, which is their effect on testability and on testing cost in particular. We consider as (upper bound) indicator of testing cost the number of test cases that satisfy the minimal data member usage matrix (MaDUM) criterion proposed by Bashir and Goel. A study-carried out on four Java programs, Ant 1.8.3, ArgoUML 0.20, CheckStyle 4.0, and JFreeChart 1.0.13-supports the evidence that, on the one hand, antipatterns unit testing requires, on average, a number of test cases substantially higher than unit testing for non-antipattern classes. On the other hand, antipattern classes must be carefully tested because they are more defect-prone than other classes. Finally, we illustrate how specific refactoring actions-applied to classes participating in antipatterns-could reduce testing cost.";;;;;"Guéhéneuc, Yann-Gaël/K-9371-2019; Di Penta, Massimiliano/AAF-9656-2021";Di Penta, Massimiliano/0000-0002-0340-9747;;;;;;;;;;;;;1944-2793;;"978-0-7695-4948-4; 978-1-4673-5833-0";;;;2013;;;;;;;167;176;;10.1109/CSMR.2013.26;http://dx.doi.org/10.1109/CSMR.2013.26;;;;;;;;;;;;;WOS:000321127000018;
C;"van der Lippe, T; Smith, T; Pelsmaeker, D; Visser, E";;"Biboudis, A; Jonnalagedda, M; Stucki, S; Ureche, V";;"van der Lippe, Tim; Smith, Thomas; Pelsmaeker, Daniel; Visser, Eelco";;;A Scalable Infrastructure for Teaching Concepts of Programming Languages in Scala with WebLab;SCALA'16: PROCEEDINGS OF THE 2016 7TH ACM SIGPLAN SYMPOSIUM ON SCALA;;;;;7th ACM SIGPLAN Symposium on Scala;OCT 30-31, 2016;Amsterdam, NETHERLANDS;ACM SIGPLAN,Assoc Comp Machinery,Lightbend,Oracle;;;;"In this paper, we report on our experience in teaching a course on concepts of programming languages at TU Delft based on Krishnamurthi's PAPL book with the definitional interpreter approach using Scala as meta-language and using the WebLab learning management system. In particular, we discuss our experience with encoding of definitional interpreters in Scala using case classes, pattern matching, and recursive functions; offering this material in the web-based learning management system WebLab; automated grading and feedback of interpreter submissions using unit tests; testing tests to force students to formulate tests, instead of just implementing interpreters; generation of tests based on a reference implementation to reduce the effort of producing unit tests; and the construction of a product line of interpreters in order to maximize reuse and consistency between reference implementations.";;;;;;;;;;;;;;;;;;;;;978-1-4503-4648-1;;;;2016;;;;;;;65;74;;10.1145/2998392.2998402;http://dx.doi.org/10.1145/2998392.2998402;;;;;;;;;;;;;WOS:000390845300008;
J;"Wu, JW; Clause, J";;;;"Wu, Jianwei; Clause, James";;;A pattern-based approach to detect and improve non-descriptive test names;JOURNAL OF SYSTEMS AND SOFTWARE;;;;;;;;;;;;Unit tests are an important artifact that supports the software development process in several ways. For example, when a test fails, its name can provide the first step towards understanding the purpose of the test. Unfortunately, unit tests often lack descriptive names. In this paper, we propose a new, pattern-based approach that can help developers improve the quality of test names of JUnit tests by making them more descriptive. It does this by detecting non-descriptive test names and in some cases, providing additional information about how the name can be improved. Our approach was assessed using an empirical evaluation on 34352 JUnit tests. The results of the evaluation show that the approach is feasible, accurate, and useful at discriminating descriptive and non-descriptive names with a 95% true-positive rate. (C) 2020 Elsevier Inc. All rights reserved.;;;;;"Wu, Jian/AAU-5221-2020; Wu, Jian/AAU-5221-2020";"Wu, Jian/0000-0001-9933-7364; Clause, James/0000-0003-2728-3840; Wu, Jian/0000-0002-3394-1507";;;;;;;;;;;;;0164-1212;1873-1228;;;;OCT;2020;168;;;;;;;;110639;10.1016/j.jss.2020.110639;http://dx.doi.org/10.1016/j.jss.2020.110639;;;;;;;;;;;;;WOS:000557871300006;
J;"Tiwari, D; Zhang, L; Monperrus, M; Baudry, B";;;;"Tiwari, Deepika; Zhang, Long; Monperrus, Martin; Baudry, Benoit";;;Production Monitoring to Improve Test Suites;IEEE TRANSACTIONS ON RELIABILITY;;;;;;;;;;;;In this article, we propose to use production executions to improve the quality of testing for certain methods of interest for developers. These methods can be methods that are not covered by the existing test suite or methods that are poorly tested. We devise an approach called pankti which monitors applications as they execute in production and then automatically generates differential unit tests, as well as derived oracles, from the collected data. pankti's monitoring and generation focuses on one single programming language, Java. We evaluate it on three real-world, open-source projects: a videoconferencing system, a PDF manipulation library, and an e-commerce application. We show that pankti is able to generate differential unit tests by monitoring target methods in production and that the generated tests improve the quality of the test suite of the application under consideration.;;;;;Monperrus, Martin/I-3640-2012;"Monperrus, Martin/0000-0003-3505-3383; Zhang, Long/0000-0002-7211-3894; Tiwari, Deepika/0000-0003-0293-2592; Baudry, Benoit/0000-0002-4015-4640";;;;;;;;;;;;;0018-9529;1558-1721;;;;SEP;2022;71;3;;;;;1381;1397;;10.1109/TR.2021.3101318;http://dx.doi.org/10.1109/TR.2021.3101318;;AUG 2021;;;;;;;;;;;WOS:000732651500001;
J;Hamill, P;;;;Hamill, Paul;;;Unit Testing Web Services;DR DOBBS JOURNAL;;;;;;;;;;;;Web services (WS) are becoming a key architectural aspect of large-scale distributed applications. Technology leaders are both launching service-centric applications, such as Google Earth, eBay Web Services, and Amazon's E-Commerce Service, and creating tools that enable other organizations to publish web services. The standards-based, fault-tolerant, self-describing nature of web services enable the creation of loosely coupled applications that run on heterogeneous systems. Web services also enable interoperability between different online applications and enable innovative, synergistic combinations: mashups. While the prime directive for developers once was put it on the Internet, the main goal now is often to make it a Service Oriented Architecture (SOA). For Agile developers, following best practices by doing Test-Driven Development (TDD) of WS code can require extra effort, but is definitely feasible. In this article, I present techniques and patterns for unit testing WS applications to enable TDD as well as general-purpose testing.;;;;;;;;;;;;;;;;;;;1044-789X;;;;;NOV;2008;33;11;;;;;53;+;;;;;;;;;;;;;;;;WOS:000260058400011;
C;"Sharma, K; Mangaroska, K; Trætteberg, H; Lee-Cultura, S; Giannakos, M";;"PammerSchindler, V; PerezSanagustin, M; Drachsler, H; Elferink, R; Scheffel, M";;"Sharma, Kshitij; Mangaroska, Katerina; Traetteberg, Halvard; Lee-Cultura, Serena; Giannakos, Michail";;;Evidence for Programming Strategies in University Coding Exercises;LIFELONG TECHNOLOGY-ENHANCED LEARNING, EC-TEL 2018;Lecture Notes in Computer Science;;;;13th European Conference on Technology Enhanced Learning (EC-TEL);SEP 03-05, 2018;Univ Leeds, Leeds, ENGLAND;;Univ Leeds;;;Success in coding exercises is deeply related to the strategy employed by the students to solve coding tasks. In this contribution, we analyze the programming assignments of 600 students from an introductory university course in object-oriented programming The students were provided unit tests for the assessment of their code, and their editing and testing actions were recorded using an Eclipse plug-in. The primary motivation for this study is to discover the programming strategies used by students for coding exercises with different difficulty levels, and find out if any relation exists between these strategies and the success in solving the coding tasks. More insights into this process will enable educators to provide future students timely, appropriate and constructive feedback on their coding process. Thus, to predict success in the coding exercises, we used indicators from students' testing behaviour reflecting the time and effort differences between two successive unit test runs. The results show a clear difference in the strategies employed by students within different success levels. The results also highlight ways of providing actionable feedback to the students in a timely and appropriate manner.;;;;;Giannakos, Michail/L-3266-2013;Giannakos, Michail/0000-0002-8016-6208;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-319-98572-5; 978-3-319-98571-8";;;;2018;11082;;;;;;326;339;;10.1007/978-3-319-98572-5_25;http://dx.doi.org/10.1007/978-3-319-98572-5_25;;;;;;;;;;;;;WOS:000552686200025;
J;"Schwarz, N; Lungu, M; Nierstrasz, O";;;;"Schwarz, Niko; Lungu, Mircea; Nierstrasz, Oscar";;;Seuss: Decoupling responsibilities from static methods for fine-grained configurability;JOURNAL OF OBJECT TECHNOLOGY;;;;;;;;;;;;"Unit testing is often made more difficult by the heavy use of classes as namespaces and the proliferation of static methods to encapsulate configuration code. We have analyzed the use of 120 static methods from 96 projects by categorizing them according to their responsibilities. We find that most static methods support a hodgepodge of mixed responsibilities, held together only by their common need to be globally visible. Tight coupling between instances and their classes breaks encapsulation, and, together with the global visibility of static methods, complicates testing. By making dependency injection a feature of the programming language, we can get rid of static methods altogether. We employ the following semantic changes: (1) Replace every occurrence of a global with an access to an instance variable; (2) Let that instance variable be automatically injected into the object when it is instantiated. We present Seuss, a prototype that implements this change of semantics in Smalltalk. We show how Seuss eliminates the need to use class methods for non-reflective purposes, reduces the need for creational design patterns such as Abstract Factory and simplifies configuration code, particularly for unit tests. We present benchmarks showing that Seuss introduces a 34 % additional memory cost, and runs at 53 % speed, without any optimizations.";;;;;;Nierstrasz, Oscar/0000-0002-9975-9791;;;;;;;;;;;;;1660-1769;;;;;APR;2012;11;1;;;;;;;;10.5381/jot.2012.11.1.a3;http://dx.doi.org/10.5381/jot.2012.11.1.a3;;;;;;;;;;;;;WOS:000215167400003;
C;"Schwarz, N; Lungu, M; Nierstrasz, O";;"Bishop, J; Vallecillo, A";;"Schwarz, Niko; Lungu, Mircea; Nierstrasz, Oscar";;;Seuss: Better Class Responsibilities through Language-Based Dependency Injection;OBJECTS, MODELS, COMPONENTS, PATTERNS, TOOLS 2011;Lecture Notes in Computer Science;;;;49th International Conference on Objects, Models, Components, Patterns (TOOLS);JUN 28-30, 2011;Swiss Fed Inst Technol, Zurich, SWITZERLAND;Chair Software Engn;Swiss Fed Inst Technol;;;"Unit testing is often made more difficult by the heavy use of classes as namespaces and the proliferation of static methods to encapsulate configuration code. We have analyzed the use of 120 static methods from 96 projects by categorizing them according to their responsibilities. We find that most static methods support a hodgepodge of mixed responsibilities, held together only by their common need to be globally visible. Tight coupling between instances and their classes breaks encapsulation, and, together with the global visibility of static methods, complicates testing. By making dependency injection a feature of the programming language, we can get rid of static methods altogether. We employ the following semantic changes: (1) Replace every occurrence of a global with an access to an instance variable; (2) Let that instance variable be automatically injected into the object when it is instantiated. We present Seuss, a prototype that implements this change of semantics in Smalltalk. We show how Seuss eliminates the need to use class methods for non-reflective purposes, reduces the need for creational design patterns such as Abstract Factory and simplifies configuration code, particularly for unit tests.";;;;;;;;;;;;;;;;;;;0302-9743;;978-3-642-21952-8;;;;2011;6705;;;;;;276;289;;;;;;;;;;;;;;;;WOS:000392144900020;
C;"Holmgren, WF; Andrews, RW; Lorenzo, AT; Stein, JS";;;IEEE;"Holmgren, William F.; Andrews, Robert W.; Lorenzo, Antonio T.; Stein, Joshua S.";;;PVLIB Python 2015;2015 IEEE 42ND PHOTOVOLTAIC SPECIALIST CONFERENCE (PVSC);IEEE Photovoltaic Specialists Conference;;;;IEEE 42nd Photovoltaic Specialist Conference (PVSC);JUN 14-19, 2015;New Orleans, LA;IEEE;;;;We describe improvements to the open source PVLIB-Python modeling package. PVLIB-Python provides most of the functionality of its parent PVLIB-MATLAB package and now follows standard Python design patterns and conventions, has improved unit test coverage, and is installable. PVLIBPython is hosted on GitHub. com and co-developed by GitHub contributors. We also describe a roadmap for the future of the PVLIB-Python package.;;;;;Stein, Joshua/Y-3244-2019;;;;;;;;;;;;;;0160-8371;;978-1-4799-7944-8;;;;2015;;;;;;;;;;;;;;;;;;;;;;;;WOS:000369992901188;
J;"De Smedt, T; Daelemans, W";;;;"De Smedt, Tom; Daelemans, Walter";;;Pattern for Python;JOURNAL OF MACHINE LEARNING RESEARCH;;;;;;;;;;;;Pattern is a package for Python 2.4+ with functionality for web mining (Google + Twitter + Wikipedia, web spider, HTML DOM parser), natural language processing (tagger/chunker, n-gram search, sentiment analysis, WordNet), machine learning (vector space model, k-means clustering, Naive Bayes + k-NN + SVM classifiers) and network analysis (graph centrality and visualization). It is well documented and bundled with 30+ examples and 350+ unit tests. The source code is licensed under BSD and available from http://www.clips.ua.ac.be/pages/pattern.;;;;;"De Smedt, Tom/F-1590-2018; Daelemans, Walter/N-5785-2014";"De Smedt, Tom/0000-0001-8295-6660; Daelemans, Walter/0000-0002-9832-7890";;;;;;;;;;;;;1532-4435;;;;;JUN;2012;13;;;;;;2063;2067;;;;;;;;;;;;;;;;WOS:000307020700012;
C;"Ureel, LC; Wallace, C";;;Assoc Comp Machinery;"Ureel, Leo C., II; Wallace, Charles";;;Automated Critique of Early Programming Antipatterns;SIGCSE '19: PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION;;;;;50th ACM-SIGCSE Technical Symposium on Computer Science Education (SIGCSE);FEB 27-MAR 02, 2019;Minneapolis, MN;Assoc Comp Machinery,Assoc Comp Machinery Special Interest Grp Comp Sci Educ;;;;"The introductory programming lab, with small cycles of teaching, coding, testing, and critique from instructors, is an extraordinarily productive learning experience for novice programmers. We wish to extend the availability of such critique through automation, capturing the essence of interaction between student and instructor as closely as possible. Integrated Development Environments and Automated Grading Systems provide constant feedback through static analysis and unit testing. But we also wish to tailor automated feedback to acknowledge commonly recurring issues with novice programmers, in keeping with the practice of a human instructor. We argue that the kinds of mistakes that novice programmers make, and the way they are reported to the novices, deserve special care. In this paper we provide examples of early programming antipatterns that have arisen from our teaching experience, and describe different ways of identifying and dealing with them automatically through our tool WebTA. Novice students may produce code that is close to a correct solution but contains syntactic errors; WebTA attempts to salvage the promising portions of the student's submission and suggest repairs that are more meaningful than typical compiler error messages. Alternatively, a student misunderstanding may result in well-formed code that passes unit tests yet contains clear design flaws; through additional analysis, WebTA can identify and flag them. Finally, certain types of antipattern can be anticipated and flagged by the instructor, based on the context of the course and the programming exercise; WebTA allows for customizable critique triggers and messages.";;;;;;;;;;;;;;;;;;;;;978-1-4503-5890-3;;;;2019;;;;;;;738;744;;10.1145/3287324.3287463;http://dx.doi.org/10.1145/3287324.3287463;;;;;;;;;;;;;WOS:000575321600125;
J;"Demetrescu, M; Hanck, C";;;;"Demetrescu, Matei; Hanck, Christoph";;;Multiple Testing for No Cointegration under Nonstationary Volatility;OXFORD BULLETIN OF ECONOMICS AND STATISTICS;;;;;;;;;;;;With cointegration tests often being oversized under time-varying error variance, it is possible, if not likely, to confuse error variance non-stationarity with cointegration. This paper takes an instrumental variable (IV) approach to establish individual-unit test statistics for no cointegration that are robust to variance non-stationarity. The sign of a fitted departure from long-run equilibrium is used as an instrument when estimating an error-correction model. The resulting IV-based test is shown to follow a chi-square limiting null distribution irrespective of the variance pattern of the data-generating process. In spite of this, the test proposed here has, unlike previous work relying on instrumental variables, competitive local power against sequences of local alternatives in 1/T-neighbourhoods of the null. The standard limiting null distribution motivates, using the single-unit tests in a multiple testing approach for cointegration in multi-country data sets by combining P-values from individual units. Simulations suggest good performance of the single-unit and multiple testing procedures under various plausible designs of cross-sectional correlation and cross-unit cointegration in the data. An application to the equilibrium relationship between short- and long-term interest rates illustrates the dramatic differences between results of robust and non-robust tests.;;;;;Demetrescu, Matei/ABD-6488-2021;Demetrescu, Matei/0000-0003-0815-5384;;;;;;;;;;;;;0305-9049;1468-0084;;;;JUN;2018;80;3;;;;;485;513;;10.1111/obes.12214;http://dx.doi.org/10.1111/obes.12214;;;;;;;;;;;;;WOS:000431669000002;
C;"Takebayashi, T; Peruma, A; Mkaouer, MW; Newman, CD";;;IEEE;"Takebayashi, Taryn; Peruma, Anthony; Mkaouer, Mohamed Wiem; Newman, Christian D.";;;An Exploratory Study on the Usage and Readability of Messages Within Assertion Methods of Test Cases;2023 IEEE/ACM 2ND INTERNATIONAL WORKSHOP ON NATURAL LANGUAGE-BASED SOFTWARE ENGINEERING, NLBSE;;;;;2nd IEEE/ACM International Workshop on Natural Language-Based Software Engineering (NLBSE);MAY 20, 2023;Melbourne, AUSTRALIA;IEEE,Assoc Comp Machinery,IEEE Comp Soc;;;;Unit testing is a vital part of the software development process and involves developers writing code to verify or assert production code. Furthermore, to help comprehend the test case and troubleshoot issues, developers have the option to provide a message that explains the reason for the assertion failure. In this exploratory empirical study, we examine the characteristics of assertion messages contained in the test methods in 20 open-source Java systems. Our findings show that while developers rarely utilize the option of supplying a message, those who do, either compose it of only string literals, identifiers, or a combination of both types. Using standard English readability measuring techniques, we observe that a beginner's knowledge of English is required to understand messages containing only identifiers, while a 4th-grade education level is required to understand messages composed of string literals. We also discuss shortcomings with using such readability measuring techniques and common anti-patterns in assert message construction. We envision our results incorporated into code quality tools that appraise the understandability of assertion messages.;;;;;;;;;;;;;;;;;;;;;979-8-3503-0178-6;;;;2023;;;;;;;32;39;;10.1109/NLBSE59153.2023.00015;http://dx.doi.org/10.1109/NLBSE59153.2023.00015;;;;;;;;;;;;;WOS:001039169700009;
